,tweet_id,date,original_tweets,cleaned_tweets,sentiment
478,1056981636468891649,2018-10-29,RT @Lunaa: Thank you for the follow I love u @kanyewest https://t.co/IZADstrEzJ,thank you for the follow love,1
479,1056977676316168198,2018-10-29,RT @KanyePodcast: @kanyewest thank you so much for the follow. It means a lot to me and Travis. We’re going to keep doing the work of being…,thank you so much for the follow it means lot to me and travis we re going to keep doing the work of being,1
480,1056937199026008064,2018-10-29,RT @RealCandaceO: #BLEXIT is about the beautiful stories of so many black people who have awakened themselves to the possibilities of our f…,blexit is about the beautiful stories of so many black people who have awakened themselves to the possibilities of our,1
481,1056918411001978885,2018-10-29,We’re about love unity and we design for the world,we re about love unity and we design for the world,1
482,1056893120611278848,2018-10-29,RT @joshjd00: Forgot about this https://t.co/pIfbqqHuQw,forgot about this,0
483,1056892696604884995,2018-10-29,"RT @bep: Get ready for the new age… New chapter, check the new page...
Our new album MASTERS OF THE SUN VOL. 1 is out now ✊ #mastersofthesu…",get ready for the new age new chapter check the new page our new album masters of the sun vol is out now mastersofthesu,1
484,1056866176582799361,2018-10-29,RT @angie_karan: The video of this crayfish cutting off its own claw to avoid being cooked went viral in China. 😥 https://t.co/tto4ic3L4j,the video of this crayfish cutting off its own claw to avoid being cooked went viral in china,0
485,1056865358387257344,2018-10-29,RT @asmaaan208: Amazing Concept ...This Man Grows Food Just To Give It Away 🌟🌟🌟 https://t.co/ETR1JkyukY,amazing concept this man grows food just to give it away,1
486,1056865071891128320,2018-10-29,"RT @asmaaan208: Aztec culture, Teotihuacan, Mexico.  It's been called the Avenue of the Dead because the mounds on the sides looked like to…",aztec culture teotihuacan mexico it been called the avenue of the dead because the mounds on the sides looked like to,-1
487,1056864572328603648,2018-10-29,RT @asmaaan208: Museum Of Illusions 🌟🌟🌟 https://t.co/85xaAMWSvM,museum of illusions,0
488,1056864188281315328,2018-10-29,RT @asmaaan208: This vacuum forming machine is incredible to watch in action via Formech https://t.co/64leBl7DhM,this vacuum forming machine is incredible to watch in action via formech,1
489,1056756531805540352,2018-10-29,"RT @TeamKanyeDaily: KIMYE x DEMI LOVATO 🙏
#KUWTK #MarchForOurLives https://t.co/QnpgYkVSKr",kimye demi lovato kuwtk marchforourlives,0
490,1056756521227468801,2018-10-29,RT @TeamKanyeDaily: #MarchForOurLives #KUWTK https://t.co/br0QISpKGh,marchforourlives kuwtk,0
491,1056756483180892161,2018-10-29,"RT @TeamKanyeDaily: CHICAGO 

🎥 @Jasonmpeterson https://t.co/DXleCBwwEY",chicago,0
492,1056670084507336706,2018-10-28,RT @Maha_Sattva: @kanyewest my painting commemorating your and Chances contributions to Chicago https://t.co/00rMyfQYSY,my painting commemorating your and chances contributions to chicago,0
493,1056620069495685122,2018-10-28,Hey mama https://t.co/kKZFLrHe2A,hey mama,0
494,1056618811313582081,2018-10-28,RT @TaylorJTakeover: @kanyewest #Jumanji https://t.co/EXGqrzb0zZ https://t.co/w7Qb4wFuWZ,jumanji,0
495,1056612346628636672,2018-10-28,RT @KimKardashian: 11.02.18 #KKWBODY @KKWFRAGRANCE https://t.co/hjJq3NWNv4,kkwbody,0
496,1056612320112197633,2018-10-28,RT @KimKardashian: 11.02.18 #KKWBODY @KKWFRAGRANCE https://t.co/y11AcVrPjO,kkwbody,0
497,1056612140562423809,2018-10-28,"RT @KimKardashian: 11.02.18 #KKWBODY
@KKWFRAGRANCE https://t.co/dQ9mQgiGsl",kkwbody,0
498,1056612008211218432,2018-10-28,RT @YesJulz: Class in session 🌐 https://t.co/nbXskk1NVj,class in session,0
500,1056583168566931456,2018-10-28,"“Be anxious about nothing, but in everything, by prayer and supplication with thanksgiving, let your requests be ma… https://t.co/N1HroNlbIv",be anxious about nothing but in everything by prayer and supplication with thanksgiving let your requests be ma,-1
501,1056565647822540800,2018-10-28,RT @rosenberg: This is AWESOME. @valee @defjam #Undisputed https://t.co/cexyzlAsyr,this is awesome undisputed,1
502,1056565585562296324,2018-10-28,RT @rosenberg: MIHTY @Jeremih x @tydollasign on @defjam is served. #undisputed https://t.co/WSKfJuIUam,mihty on is served undisputed,0
503,1056547886866067456,2018-10-28,Beautiful Detroit https://t.co/xNVGpCgY8R,beautiful detroit,1
504,1056397800399888384,2018-10-28,"LaMelo Ball, JBA Has It's Face... Basketball Has Changed Forever https://t.co/UryBCcOCDA via @YouTube",lamelo ball jba has it face basketball has changed forever via,0
506,1056218052507979777,2018-10-27,RT @_dm43: @kanyewest Dynamic duo https://t.co/buxhVTVzMZ,dynamic duo,0
507,1056217803601125378,2018-10-27,RT @kanyewest: And TODAY on ESPN https://t.co/gRq1ONHpGW,and today on espn,0
508,1056215403448451073,2018-10-27,And TODAY on ESPN https://t.co/gRq1ONHpGW,and today on espn,0
511,1055900454528401409,2018-10-26,Trevi fountain https://t.co/gUO1wFowvq,trevi fountain,0
512,1055899788825292801,2018-10-26,Levels https://t.co/Z8U84USzAa,levels,0
513,1055480680933720064,2018-10-25,"RT @thejtlewis: @kanyewest My brother was killed in the Sandy Hook shooting. I started “Newtown Helps Rwanda” after, and now I’m advocating…",my brother was killed in the sandy hook shooting staed newtown helps rwanda after and now advocating,-1
514,1055415977532424198,2018-10-25,RT @HUEYmixwitRILEY: G Herbo Defends Kanye West's Controversial Comments About Slavery https://t.co/JwPjplxD01 https://t.co/MQTdy1dbJV,herbo defends kanye west controversial comments about slavery,1
515,1055226113448988674,2018-10-24,Amazing Grace from Uganda https://t.co/uhqwWsv7kr,amazing grace from uganda,1
517,1055055241735921664,2018-10-24,RT @KenXyro: Tekken or Street Fighter? — AHHH... Tekken. VERY tough choice. https://t.co/UxAPyhbT7B,tekken or street fighter ahhh tekken very tough choice,-1
518,1054844277254176768,2018-10-23,"RT @Ashlee_Rezin: @kanyewest @chancetherapper @AmaraEnyia ""This campaign is not about one person looking for a job on the 5th floor, this c…",this campaign is not about one person looking for job on the th floor this,0
519,1054823791157755907,2018-10-23,RT @Tesla: Overhead views from a Model 3 https://t.co/SnrL4lLwNB,overhead views from model,0
521,1054570087628374016,2018-10-23,RT @Mannyfreshcuts: @kanyewest That’s awesome @kanyewest it would be nice to see a strong African American woman in office! #changingameric…,that awesome it would be nice to see strong african american woman in office changingameric,1
525,1054546448019263489,2018-10-23,"RT @C43DU5: I know the game is a while away, but I am still super hyped for Cyberpunk 2077! It looks so fun, and the Legendary #CDProjektRe…",know the game is while away but am still super hyped for cyberpunk it looks so fun and the legendary cdprojektre,1
526,1054537126304534528,2018-10-23,"RT @dennisrodman: Great hanging with my bro @kanyewest today. Just like my agent @AgentD_P 's book ""@AimingBook"". We both have Aimed High o…",great hanging with my bro today just like my agent book we both have aimed high,1
527,1054515360811114496,2018-10-22,"RT @GMA: .@KimKardashian on @kanyewest's support of Pres. Trump: ""I let him be who he wants to be. I let him have his own views and opinion…",on suppo of pres trump let him be who he wants to be let him have his own views and opinion,1
528,1054476546617028608,2018-10-22,RT @kathychaney: .@kanyewest just contributed $73.5k to @AmaraEnyia Chicago mayoral campaign. https://t.co/O7DUmHTYyV,just contributed to chicago mayoral campaign,0
529,1054373627540451329,2018-10-22,RT @funnyorfact: When someone gets a little too close to BAE https://t.co/ge93gv2wYy,when someone gets little too close to bae,-1
530,1054373346492801025,2018-10-22,RT @therealmikedean: WHEN U START SECOND GUESSING YOURSELF U START TO FAIL,when sta second guessing yourself sta to fail,-1
531,1054333883595087872,2018-10-22,RT @caryfagan: i miss crs :( https://t.co/sEcPlR1LuM,miss crs,0
532,1054333813160054784,2018-10-22,RT @PRADACCIA: Solange in Thierry Mugler S/S 1991 photographed by Cary Fagan. https://t.co/UR7OIbujny,solange in thierry mugler photographed by cary fagan,0
533,1054328225852243968,2018-10-22,RT @bankulli: Thanks for the follow @kanyewest 🙌🏿,thanks for the follow,1
534,1054328174220328960,2018-10-22,https://t.co/IvwEpPHAdC       Our favor    All love,our favor all love,1
535,1054306158331285504,2018-10-22,https://t.co/trjAmzwUxL        Still my favorite,still my favorite,1
538,1053956949954441218,2018-10-21,I love Dave La Chapelle’s art https://t.co/v1K5QxYXs9,love dave la chapelle,1
539,1053789605248544769,2018-10-20,All love https://t.co/PkXNeRff73,all love,1
540,1053763092830711809,2018-10-20,RT @itsKELSEYtho: @kanyewest This is so beautiful Kanye 😭😭😭 https://t.co/vMD3rjhN51,this is so beautiful kanye,1
541,1053763057506230273,2018-10-20,RT @JameaBryant1: @kanyewest @KimKardashian Great job Ye...I love your love and appreciation for your wife and family. You and Kim are both…,great job ye love your love and appreciation for your wife and family you and kim are both,1
542,1053739029278134272,2018-10-20,@KimKardashian Love you so much,love you so much,1
543,1053737575456931852,2018-10-20,@ABFalecbaldwin @KimKardahian @stevebrodner This is so creative. Alec Baldwin must be a good guy,this is so creative alec baldwin must be good guy,1
544,1053704939808219142,2018-10-20,"@KimKardashian    You’re stunning. 

I will keep trying to make things that can express how beautiful you are insid… https://t.co/Blig6mQBaU",you re stunning will keep trying to make things that can express how beautiful you are insid,1
545,1053696660654710784,2018-10-20,All love https://t.co/0j6Ut8IBC6,all love,1
546,1053422323880116224,2018-10-19,RT @ComplexSneakers: “Mauve” Yeezy Boost 700s confirmed to drop October 27 👀 https://t.co/dUNK6n4Uog,mauve yeezy boost confirmed to drop october,1
548,1053264410070933506,2018-10-19,Yzy means solutions,yzy means solutions,0
549,1053199480458305536,2018-10-19,@peterjhasson I agree,agree,0
550,1052988870630039552,2018-10-18,Xxx the 18th your energy is with us 🙏🏿🙏🏿🙏🏿 https://t.co/XSI1qISNO4,xxx the th your energy is with us,0
553,1052151972470632449,2018-10-16,Dancing,dancing,0
554,1052145878033666048,2018-10-16,We Got Love https://t.co/5BnG8185LE,we got love,1
555,1052137531880497152,2018-10-16,We got love https://t.co/8cuhHmhOKa,we got love,1
556,1052100192479191040,2018-10-16,In the wild https://t.co/GR1HyBeoeg,in the wild,1
560,1051473169075359745,2018-10-14,Spaceship calling earth| 3 Domes Uganda  https://t.co/8rlv7aTSav,spaceship calling eah domes uganda,0
561,1051471848997867521,2018-10-14,Spaceship call earth| 3 Uganda Domes https://t.co/TtJgWrG7IS,spaceship call eah uganda domes,0
562,1051470515272081408,2018-10-14,Running with North https://t.co/FRUg3tT7u7,running with noh,0
563,1051253667687526400,2018-10-13,Mind control  https://t.co/YDYXQ45bDL,mind control,0
564,1051253457657704454,2018-10-13,Mind control  https://t.co/EyvGLbulUJ,mind control,0
565,1051253225163239424,2018-10-13,Mind control https://t.co/rPzEXJWJ2f,mind control,0
566,1051222297418375168,2018-10-13,Aha https://t.co/in5yvHSbNh,aha,0
585,1047566552436858881,2018-10-03,we're at Pitbulls school SLAM https://t.co/byhISS7jPL,we re at pitbulls school slam,0
586,1047566207245676544,2018-10-03,reaching out to Colin Kaepernick. I would like you to speak with the president to tell him your experience directly… https://t.co/W3plZPlLiP,reaching out to colin kaepernick would like you to speak with the president to tell him your experience directly,1
587,1047479529810194432,2018-10-03,"We have to operate as one eco system. 

Poly Plastic in clothes get released into the environment when we wash those clothes",we have to operate as one eco system poly plastic in clothes get released into the environment when we wash those clothes,0
588,1047479479495417858,2018-10-03,sitting here talking with my dad about issues with plastic. proposing initiatives/solutions. Use glass bottles/recy… https://t.co/hnkg7p5LfE,sitting here talking with my dad about issues with plastic proposing initiatives solutions use glass bottles recy,0
590,1047333506777403392,2018-10-03,"Why Do Inmates Fight Wildfires for Dollars a Day? The Origins of Prison Slavery in America.
https://t.co/sYLiQAHXv8",why do inmates fight wildfires for dollars day the origins of prison slavery in america,0
593,1047268925505826816,2018-10-02,bedrock Detroit https://t.co/57m9pwKD2B,bedrock detroit,0
594,1047262655994425344,2018-10-02,@DetroitBruce gave me this watch 🙏🙏🙏 @shinola https://t.co/N3cTdUxVbL,gave me this watch,0
595,1047257652433117184,2018-10-02,"overcome fear

My dad and I are going to eat this plate of bugs to celebrate him beating cancer. No more fear https://t.co/b3ywEX13v2",overcome fear my dad and are going to eat this plate of bugs to celebrate him beating cancer no more fear,-1
596,1047241131656769536,2018-10-02,where’s the flying car department? Dan Gilbert,where the flying car depament dan gilbe,0
600,1047191662064103424,2018-10-02,trying is lying - Dan Gilbert,trying is lying dan gilbe,0
602,1047162783832260608,2018-10-02,home is where the heart is,home is where the hea is,0
603,1046802232576901120,2018-10-01,"RT @realDonaldTrump: Like many, I don’t watch Saturday Night Live (even though I past hosted it) - no longer funny, no talent or charm. It…",like many don watch saturday night live even though past hosted it no longer funny no talent or charm it,1
604,1046802196388446210,2018-10-01,"Thank you Washington post
https://t.co/y8BcgVp8Lk",thank you washington post,0
605,1046569585539919873,2018-10-01,meeting with Big U and the Developing Options organization and the Crenshaw Rams football team https://t.co/2dvisPJFpK,meeting with big and the developing options organization and the crenshaw rams football team,0
606,1046533697548124160,2018-09-30,Amer-I-Can https://t.co/OVWuRqs6qv,amer can,0
607,1046533107359203328,2018-09-30,Meeting with members of Jim Browns Amer-I-Can program https://t.co/FIiaeAH0Q4,meeting with members of jim browns amer can program,0
608,1046495010500182016,2018-09-30,"not abolish but. let’s amend the 13th amendment 

We apply everyone’s opinions to our platform",not abolish but let amend the th amendment we apply everyone opinions to our platform,0
609,1046490057522085888,2018-09-30,the 13th Amendment is slavery in disguise     meaning it never ended    We are the solution that heals,the th amendment is slavery in disguise meaning it never ended we are the solution that heals,0
610,1046476706087747585,2018-09-30,so lit 🔥🔥🔥 https://t.co/aqKIfBRUMx,so lit,0
611,1046466533973590016,2018-09-30,this represents good and America becoming whole again.  We will no longer outsource to other countries. We build fa… https://t.co/AezJB97tMM,this represents good and america becoming whole again we will no longer outsource to other countries we build fa,1
612,1046463566369320960,2018-09-30,no more cancel culture,no more cancel culture,-1
613,1046463416502706176,2018-09-30,Miuccia Prada is one my earth moms and I need to meet her in the next 2 weeks #facts,miuccia prada is one my eah moms and need to meet her in the next weeks facts,0
614,1046460696655884289,2018-09-30,by the way Unprogrammed is a new word,by the way unprogrammed is new word,1
615,1046460548232011776,2018-09-30,"just reached HARVEY we’re going to TMZ 2mrw morning 100 strong. We need strong beings dancers. Unprogrammed to bring love 

#wegotlove",just reached harvey we re going to tmz mrw morning strong we need strong beings dancers unprogrammed to bring love wegotlove,1
616,1046459496732667904,2018-09-30,there is no such thing as one sides.  There’s infinite sides,there is no such thing as one sides there infinite sides,0
617,1046452160307769346,2018-09-30,Pardison Fontaine wrote the Violent Crimes verses. I changed 2 lines. He wrote the entire song though. Cyhi Cons Pa… https://t.co/hMA1jTMsmH,pardison fontaine wrote the violent crimes verses changed lines he wrote the entire song though cyhi cons pa,-1
618,1046432675819487232,2018-09-30,We also work for Eddie Q😊 and all 123 thousand 🍎 crew members,we also work for eddie and all thousand crew members,0
619,1046429242764849152,2018-09-30,I will never be Steve. I will always be YE. We are here in service to Steve’s vision. Let’s make the planet 🍎 level,will never be steve will always be ye we are here in service to steve vision let make the planet level,0
620,1046429190071832576,2018-09-30,YZY Is a for purpose (non profit) arm (branch) of Apple.  We unofficially work for Steve Johnny Tim and Lorraine.… https://t.co/WiFwTdxsaW,yzy is for purpose non profit arm branch of apple we unofficially work for steve johnny tim and lorraine,0
621,1046425913947115522,2018-09-30,had so much fun at SNL. Lorne agreed that I would host before the year is out. Need to set a date. Gonna be soooooo… https://t.co/tk3yWLDHM9,had so much fun at snl lorne agreed that would host before the year is out need to set date gonna be soooooo,1
623,1046159436107018240,2018-09-29,pull up with the YZY slides https://t.co/MClKJVJ4nq,pull up with the yzy slides,0
624,1046064289944080388,2018-09-29,"the being formally known as Kanye West   

I am YE",the being formally known as kanye west am ye,0
625,1046010903718551553,2018-09-29,nino blu https://t.co/Mk9IlU6AcZ,nino blu,0
626,1045501118099279872,2018-09-28,let me put this in context. My reference to the word NO is never letting people stop your ambitions and dreams. As… https://t.co/bHvieO7LDB,let me put this in context my reference to the word no is never letting people stop your ambitions and dreams as,0
627,1045467035717664768,2018-09-28,my favorite graphic ever. No more no’s   by Cali https://t.co/jaAw5jC3fk,my favorite graphic ever no more no by cali,1
632,1045438185415688193,2018-09-27,SNL https://t.co/VZuaffZwCR,snl,0
633,1045437452700200960,2018-09-27,we got love https://t.co/t0Ff8VhOvA,we got love,1
634,1045415959551307776,2018-09-27,"YANDHI 9 29 18 

YANDHI IS RELEASING THIS SATURDAY https://t.co/ysqMrtc1RP",yandhi yandhi is releasing this saturday,0
635,1045401352271159298,2018-09-27,We need Apple geniuses to aid us in making this happen. I also envision all TV shows and movies being shot on IPhon… https://t.co/krG07NLYeI,we need apple geniuses to aid us in making this happen also envision all tv shows and movies being shot on iphon,0
636,1045401286231769088,2018-09-27,I see YZY as an arm of Apple    I’m at SNL rehearsal and we’re “trying” to have the performance shot on an IPhone… https://t.co/aPtFsVl4mU,see yzy as an arm of apple at snl rehearsal and we re trying to have the performance shot on an iphone,0
637,1045399840287469568,2018-09-27,YZY is becoming a for purpose service organization,yzy is becoming for purpose service organization,1
638,1045399770070564864,2018-09-27,not for profit is now for purpose,not for profit is now for purpose,0
639,1045397388137914368,2018-09-27,CHICAGO STATE colored adidas socks 🧦 https://t.co/stekcBS7hs,chicago state colored adidas socks,0
640,1045396295249055744,2018-09-27,"pharcyde other fish 🐠 playing at SNL

My love recites the lyrics to Passing me By. This is why I know this is my soul mate",pharcyde other fish playing at snl my love recites the lyrics to passing me by this is why know this is my soul mate,1
641,1045376100388372480,2018-09-27,YZY SZN https://t.co/P0s3S41miG,yzy szn,0
643,1045326579730006016,2018-09-27,"we’re releasing Yandhi Saturday night 

We know it will come in number 2 to my brother Lil Wayne and that’s lovely… https://t.co/5L5rRqdT7t",we re releasing yandhi saturday night we know it will come in number to my brother lil wayne and that lovely,1
644,1045315568725766144,2018-09-27,"The term literally means ""place of the Way &lt;https://t.co/M1T31yUQax&gt;"" in Japanese

Schools will be dojos",the term literally means place of the way in japanese schools will be dojos,0
645,1045315452753199104,2018-09-27,"Dojo
A dōjō (道場 &lt;https://t.co/BMDKrR5vzG&gt;) is a hall or space for immersive learning or meditation. This is traditi… https://t.co/Y89keTfn2t",dojo hall or space for immersive learning or meditation this is traditi,0
646,1045315400613806080,2018-09-27,"Words and names are vital when bringing something like the school into existence.  Couple thoughts:  Dao
The word f… https://t.co/wjoNdjuAto",words and names are vital when bringing something like the school into existence couple thoughts dao the word,1
647,1045150150329491456,2018-09-27,over 300 samples and 3 years in the making and I give my pair to Ant Clemons for his Bday https://t.co/wC7Ox5gs0P,over samples and years in the making and give my pair to ant clemons for his bday,0
648,1045146599712677888,2018-09-27,Jedi training camp. We need a light saber emoji  I guess this crayon will have to do 🖍😭 https://t.co/rnKSYk3yaz,jedi training camp we need light saber emoji guess this crayon will have to do,1
649,1045146325002506240,2018-09-27,ALPHA BEING SNL VIBES https://t.co/SCcYxHTBuR,alpha being snl vibes,0
651,1045102501404409856,2018-09-27,Bari I appreciate your perspective and vision. You brought me closer to Rocky too. Jedis never let perception and c… https://t.co/4rnuw2U9II,bari appreciate your perspective and vision you brought me closer to rocky too jedis never let perception and,0
652,1045102473734578176,2018-09-27,Bari challenged me when no one else did and when he got in trouble I was scared to say he was my friend just like I… https://t.co/olEPkPay0r,bari challenged me when no one else did and when he got in trouble was scared to say he was my friend just like,-1
653,1045102436963168256,2018-09-27,🙌🙌🙌💜💜💜 there’s no way I would have the number 1 record in the world without this man here.  He broke me out of my p… https://t.co/VIFhd1f8yi,there no way would have the number record in the world without this man here he broke me out of my,0
659,1045061267541508096,2018-09-26,Happy birthday Ant https://t.co/8qCgOqC5A4,happy bihday ant,1
660,1044767581968560129,2018-09-26,"🙈☺️🌍💯👽💜🚀🙌 

🍎level https://t.co/c7eY5jkjuI",level,0
661,1044738626033082368,2018-09-26,working on the YZY operating system with Nick Knight and team https://t.co/fViQMFqJO6,working on the yzy operating system with nick knight and team,0
663,1044641946055004160,2018-09-25,YZY FD CLTHNG SHLTR XPSR https://t.co/VO890WArE6,yzy fd clthng shltr xpsr,0
665,1044606915303489536,2018-09-25,I think I stand pigeon toed cause of Michael Jordan 😊 https://t.co/bDW5lSp3y2,think stand pigeon toed cause of michael jordan,0
667,1044266964623876103,2018-09-24,namaste means the divine in me sees the divine in you.   Namaste - the divine is us,namaste means the divine in me sees the divine in you namaste the divine is us,0
668,1044263766609674240,2018-09-24,the term followers should be changed to observers. We need to follow our spirit,the term followers should be changed to observers we need to follow our spirit,0
669,1044258592797351943,2018-09-24,art gives people the freedom to think - President Z Scott of Chicago State,gives people the freedom to think president scott of chicago state,0
670,1044024537212366849,2018-09-24,same field https://t.co/2lwQF6jhOY,same field,0
671,1043941457675997185,2018-09-23,happy Sunday https://t.co/0TKouJckov,happy sunday,1
672,1043696980898144256,2018-09-23,our minds and spirits are endless https://t.co/f8pGZPxoqa,our minds and spirits are endless,-1
673,1043689982206984192,2018-09-23,we’re upgrading our operating systems,we re upgrading our operating systems,0
676,1043677932458102784,2018-09-23,"when you at the sugar factory make sure you get that mirror shot 

This is not a paid tweet 😂 https://t.co/t66gbDEkSN",when you at the sugar factory make sure you get that mirror shot this is not paid tweet,1
677,1043675645182599170,2018-09-23,convo with Ben Schwerin from Snapchat https://t.co/FElSmLI43e,convo with ben schwerin from snapchat,0
678,1043626111035355136,2018-09-22,"I’d rather someone give me INSIGHT than to EXCITE me 

People always try to get you EXCITED so they can manipulate… https://t.co/LcjC3AvWQF",rather someone give me insight than to excite me people always try to get you excited so they can manipulate,1
680,1043609312403177472,2018-09-22,a lot of human beings think this is what love means https://t.co/9JgLBvEiSt,lot of human beings think this is what love means,1
681,1043556092096045057,2018-09-22,YANDHI 9 29 18 https://t.co/iYWFUJ07oo,yandhi,0
682,1043555923933958144,2018-09-22,YANDHI 9 29 18 https://t.co/kaAUj1iTVt,yandhi,0
683,1043555878773841921,2018-09-22,YANDHI 9 29 18 https://t.co/CfpIBe5gBs,yandhi,0
684,1043555842006499328,2018-09-22,YANDHI 9 29 18 https://t.co/nAgOzWLuut,yandhi,0
685,1043553559055282176,2018-09-22,we’re building DONDA schools in Chicago,we re building donda schools in chicago,0
686,1043549598105526272,2018-09-22,Having your amount of likes on display for the world to see and judge is like showing how much money you have in th… https://t.co/TIOCeMtn6b,having your amount of likes on display for the world to see and judge is like showing how much money you have in th,1
687,1043549546066767872,2018-09-22,Speaking for myself I personally want to participate in social media with the option of not having to show my followers or likes,speaking for myself personally want to paicipate in social media with the option of not having to show my followers or likes,1
688,1043549481319321600,2018-09-22,There are people who are committing suicide due to not getting enough likes. Seeking validation in the simulation. … https://t.co/buQmCxVa2u,there are people who are committing suicide due to not getting enough likes seeking validation in the simulation,-1
689,1043538210440196096,2018-09-22,Just got this pic from Mikkey https://t.co/LiVjHEudtP,just got this pic from mikkey,0
691,1043518843694415872,2018-09-22,need a slide emoji https://t.co/OMe4nrWuOf,need slide emoji,0
692,1043496926144913410,2018-09-22,relearning how to code.  I knew how to in 7th grade when I was programming a video game,relearning how to code knew how to in th grade when was programming video game,-1
693,1043478942122823680,2018-09-22,we design everything we put our soul in,we design everything we put our soul in,0
708,1043313046595096576,2018-09-22,Gaudi https://t.co/xKTpteUBAF,gaudi,0
709,1043312924138209280,2018-09-22,activity on the 350 today https://t.co/nch4PffRNz,activity on the today,0
710,1043312741186818048,2018-09-22,holographic https://t.co/Xm4pjuflES,holographic,0
711,1043312481953697792,2018-09-22,with the zoom in for anyone concerned with the man made construct of numbers.  The universe is infinite and also ob… https://t.co/huLRHF5DQD,with the zoom in for anyone concerned with the man made construct of numbers the universe is infinite and also ob,0
712,1042874839013326848,2018-09-20,Holographic,holographic,0
713,1042868953691807744,2018-09-20,a conversation with My friend Jack the head of twitter https://t.co/9WawmuCAg1,conversation with my friend jack the head of twitter,0
715,1042848590517886977,2018-09-20,famleeeeee https://t.co/sqhHtxIRPh,famleeeeee,0
716,1042841424016769024,2018-09-20,my love is so beautiful 😍 https://t.co/Tjm9W86iak,my love is so beautiful,1
719,1042837894182756352,2018-09-20,Apple 🍎 and YZY  sounds about right 🚀🚀🚀🚀💜💜💜💜🔮🔮🔮🔮👽👽👽🙋‍♂️ https://t.co/Uq5ArSlcdd,apple and yzy sounds about right,1
724,1042786091869265921,2018-09-20,this is lovely. Ben from Snapchat text my wife this. https://t.co/veB6DdEjvm,this is lovely ben from snapchat text my wife this,1
725,1042779505431986178,2018-09-20,Social media can be good but we have to hold the heads responsible for the psychological damage it sometimes causes. https://t.co/g81IBjqqaK,social media can be good but we have to hold the heads responsible for the psychological damage it sometimes causes,1
726,1042779425048211456,2018-09-20,we should be able to participate in social media without having to show how many followers or likes we have. Just l… https://t.co/3fEoETpa49,we should be able to paicipate in social media without having to show how many followers or likes we have just,1
727,1042557261007089664,2018-09-19,YZY BSKTBL https://t.co/jRIISnZr2Y,yzy bsktbl,0
730,1042131398323138561,2018-09-18,#wegotlove campaign/photos shot by Rita Minissi,wegotlove campaign photos shot by rita minissi,0
731,1042031781661114368,2018-09-18,music is space between noise,music is space between noise,0
749,1041821536137568256,2018-09-17,"RT @nbcsnl: Big day, big news. #SNLPremiere https://t.co/r7o6nO5nyv",big day big news snlpremiere,0
757,1041741691152064512,2018-09-17,we don’t need to ever be excited we need to just be,we don need to ever be excited we need to just be,1
758,1041741003458174977,2018-09-17,no if ands or buts,no if ands or buts,0
759,1041739911240409088,2018-09-17,we need consideration,we need consideration,0
760,1041730174167920641,2018-09-17,we are divine,we are divine,0
762,1041706314580221953,2018-09-17,love is the absence of pride,love is the absence of pride,1
765,1041373420548706304,2018-09-16,Donda House 🙏👽👽 https://t.co/i4pfZiZmeN,donda house,0
768,1041355469955182593,2018-09-16,enhance structure,enhance structure,0
769,1041162806832316416,2018-09-16,Film concept: a being purchases a Merriam-Webster’s dictionary from Walgreens to  highlight positive words in orang… https://t.co/lpqMdmQORO,film concept being purchases merriam webster dictionary from walgreens to highlight positive words in orang,1
770,1041082936299331590,2018-09-15,Me Troy Justin and Scooter will have dinner and build on how we will make our world better. Sending positive energy,me troy justin and scooter will have dinner and build on how we will make our world better sending positive energy,1
771,1041057031015284738,2018-09-15,"sending good energy to my brother Ricardo for his first Burberry show 

https://t.co/seuuw0Wj8C",sending good energy to my brother ricardo for his first burberry show,1
772,1040998310952230914,2018-09-15,yoga dance meditation,yoga dance meditation,0
773,1040772406690938880,2018-09-15,we’re creating a film called Spiritual Telephone.,we re creating film called spiritual telephone,0
774,1040761538808897536,2018-09-15,eating dishes served with Gullah Geechee heritage,eating dishes served with gullah geechee heritage,0
776,1040656839061528577,2018-09-14,our whole culture is about balance,our whole culture is about balance,1
777,1040347073403596801,2018-09-13,when you think of something positive say it out loud. Keep putting that vibe into the universe.,when you think of something positive say it out loud keep putting that vibe into the universe,1
778,1040028970962415617,2018-09-13,love is serving others - Maurice Armitage,love is serving others maurice armitage,1
779,1039951315831418880,2018-09-12,change I want to we need,change want to we need,0
780,1039646928424689664,2018-09-11,we don’t try we do,we don try we do,0
781,1039264970314211328,2018-09-10,Love vs. Fear   I love when human beings are supported for using their voice,love vs fear love when human beings are suppoed for using their voice,1
782,1039261338080399360,2018-09-10,I stand for giving everyone a voice. Adidas giving me a voice and Nike giving Colin voice on a big business level m… https://t.co/juHIuVsrSF,stand for giving everyone voice adidas giving me voice and nike giving colin voice on big business level,0
783,1039229498841956352,2018-09-10,The triple white 350 release fulfills YEEZYS democracy philosophy. Removing the concept of making limited product t… https://t.co/3D0ZFUEMDV,the triple white release fulfills yeezys democracy philosophy removing the concept of making limited product,-1
784,1039220580279496704,2018-09-10,fear is the absence of love and fear is the source of all of our evil. love is the absence of fear and love is the… https://t.co/J2d8OQIfgS,fear is the absence of love and fear is the source of all of our evil love is the absence of fear and love is the,1
